story_name,relative_path,culture,language,summary
EN_014_The_Ass_in_the_Lion's_Skin,synthetic_datasets/generated_stories/IndianTales/EN_014_The_Ass_in_the_Lion's_Skin_v3/gemini/EN_014_The_Ass_in_the_Lion's_Skin_gen_02.txt,IndianTales,en,"Govinda, a resourceful hawker, disguises his starving ass as a lion to steal villagers' crops, exploiting their fear. When the villagers confront the ""lion"" with noise, the ass's braying exposes its true identity, leading to its brutal demise. The story underscores the folly of pretense, as the ass's own voice betrays its deception, leaving Govinda heartbroken. The villagers' initial fear turns to anger, highlighting the consequences of hubris and the inevitability of truth."
EN_015_The_Farmer_and_the_Money_lender,synthetic_datasets/generated_stories/IndianTales/EN_015_The_Farmer_and_the_Money_lender_v3/gemini/EN_015_The_Farmer_and_the_Money_lender_gen_01.txt,IndianTales,en,"Govind, a poor farmer, seeks wealth from the greedy Sethji, who directs him to seek divine blessing from Lord Ram. After a journey, Govind encounters Ram, who grants him a magical conch to fulfill wishes. Using it wisely, Govind gains prosperity, but Sethji steals the conch and is ultimately destroyed when Govind tricks him into losing his sight, avenging his greed."
EN_015_The_Farmer_and_the_Money_lender,synthetic_datasets/generated_stories/IndianTales/EN_015_The_Farmer_and_the_Money_lender_v3/gemini/EN_015_The_Farmer_and_the_Money_lender_gen_02.txt,IndianTales,en,"In a village plagued by poverty, a hardworking farmer seeks wealth from a cruel money-lender, only to be directed to find the deity Ram. After a selfless journey, he discovers a magical conch that grants wishes but warns against sharing its power. When the money-lender steals the conch, the farmer outsmarts him by wishing to lose an eye, causing the lender to lose both his eyes and fall into a well, ending his greed-driven tyranny."
EN_016_The_Prince_and_the_Fakir,synthetic_datasets/generated_stories/IndianTales/EN_016_The_Prince_and_the_Fakir_v3/gemini/EN_016_The_Prince_and_the_Fakir_gen_01.txt,IndianTales,en,"A childless king bargains with a fakir for sons, deceives him with slaves, and loses his real heir to the fakir's wrath. The prince escapes, frees enchanted beasts, and, after triumphing in a royal hunt, reunites with his father and claims his birthright."
EN_016_The_Prince_and_the_Fakir,synthetic_datasets/generated_stories/IndianTales/EN_016_The_Prince_and_the_Fakir_v3/gemini/EN_016_The_Prince_and_the_Fakir_gen_02.txt,IndianTales,en,"A childless king, desperate for an heir, strikes a deadly pact with a mysterious Fakir, who demands his firstborn in exchange for two sons. When the king deceitfully substitutes slaves, the Fakir exposes the lie via ants, seizing the true prince, who escapes, defeats the Fakir, and frees magical creatures. The prince later reunites with his father, proves his worth through a legendary hunt, and ascends as king, winning the heart of the princess and uniting two realms."
EN_017_How_Sun_Moon_and_Wind_went_out_to_Dinner,synthetic_datasets/generated_stories/IndianTales/EN_017_How_Sun_Moon_and_Wind_went_out_to_Dinner_v3/gemini/EN_017_How_Sun_Moon_and_Wind_went_out_to_Dinner_gen_01.txt,IndianTales,en,"In a celestial realm, Sun, Moon, and Wind, children of Star, attend a lavish feast hosted by their uncle and aunts. While Sun and Wind indulge selfishly, Moon remembers to save a gift for their absent mother, Star. Upon returning, Star reveals that Sun and Wind’s neglect transforms them into scorching sunlight and harsh winds, while Moon becomes the gentle, comforting moon. The story underscores the consequences of selfishness versus selflessness, shaping the natural elements as eternal reflections of their choices."
EN_017_How_Sun_Moon_and_Wind_went_out_to_Dinner,synthetic_datasets/generated_stories/IndianTales/EN_017_How_Sun_Moon_and_Wind_went_out_to_Dinner_v3/gemini/EN_017_How_Sun_Moon_and_Wind_went_out_to_Dinner_gen_02.txt,IndianTales,en,"The story follows the three celestial children of the Mother Star—Sun, Wind, and Moon—who attend a lavish feast. Sun and Wind indulge selfishly, leaving nothing for their mother, while Moon selflessly saves delicacies for her. Mother Star punishes Sun with relentless heat and Wind with scorching dryness, rewarding Moon with a cool, serene light to balance the world's harshness."
EN_018_How_the_Wicked_Sons_were_Duped,synthetic_datasets/generated_stories/IndianTales/EN_018_How_the_Wicked_Sons_were_Duped_v3/gemini/EN_018_How_the_Wicked_Sons_were_Duped_gen_01.txt,IndianTales,en,"Gopal, an elderly man, divides his wealth between his greedy sons, Ravi and Suresh, only to be neglected and abused after their betrayal. His loyal friend Rama deceives them into believing hidden treasure exists, manipulating their greed to secure Gopal's comfort. The sons, fooled into revering their father, later dig futilely for the supposed treasure, uncovering only emptiness. Their selfishness leads to their downfall, as they realize their father outwitted them, leaving them with ruin and regret."
EN_018_How_the_Wicked_Sons_were_Duped,synthetic_datasets/generated_stories/IndianTales/EN_018_How_the_Wicked_Sons_were_Duped_v3/gemini/EN_018_How_the_Wicked_Sons_were_Duped_gen_02.txt,IndianTales,en,"An elderly man, after distributing his wealth to his selfish sons, is cruelly abandoned, only for his loyal friend Gopal to trick them into showing false devotion by presenting fake gold bags. The sons, driven by greed, lavish attention on their father until his death, only to discover the ""treasures"" are worthless river stones, revealing their own foolishness and the futility of their avarice."
EN_019_The_Pigeon_and_the_Crow,synthetic_datasets/generated_stories/IndianTales/EN_019_The_Pigeon_and_the_Crow_v3/gemini/EN_019_The_Pigeon_and_the_Crow_gen_01.txt,IndianTales,en,"Mr. Crow, driven by greed, deceives the compassionate Pigeon into gaining access to a rich merchant’s kitchen, where he secretly steals food. When caught by the cook, Govind, and confronted by the Pigeon’s wisdom, the Crow faces punishment and a bitter downfall, ultimately dying from his insatiable desires. The story underscores the consequences of greed and the value of contentment over deceit."
EN_019_The_Pigeon_and_the_Crow,synthetic_datasets/generated_stories/IndianTales/EN_019_The_Pigeon_and_the_Crow_v3/gemini/EN_019_The_Pigeon_and_the_Crow_gen_02.txt,IndianTales,en,"The story follows The Crow, a greedy bird who deceives the wise and compassionate Pigeon into gaining access to a wealthy merchant's kitchen. After pretending to be ill to isolate the Pigeon, the Crow steals fresh fish but is caught by the cook, punished, and humbled. The Pigeon's warning about greed's destructive nature is vindicated as the Crow's avarice leads to his downfall, serving as a cautionary tale about the perils of selfish desire."
EN_020_The_Demon_with_the_Matted_Hair,synthetic_datasets/generated_stories/IndianTales/EN_020_The_Demon_with_the_Matted_Hair_v3/gemini/EN_020_The_Demon_with_the_Matted_Hair_gen_01.txt,IndianTales,en,"In the ancient city of Benares, Prince of the Five Weapons, destined to become a wise and mighty ruler, faces the Demon with the Matted Hair in the Black Forest. After his weapons and limbs are ensnared in the demon's hair, he triumphs through inner wisdom and courage, converting the creature to a peaceful path. His journey embodies the triumph of intellect and compassion over brute force, securing prosperity for his kingdom."
EN_020_The_Demon_with_the_Matted_Hair,synthetic_datasets/generated_stories/IndianTales/EN_020_The_Demon_with_the_Matted_Hair_v3/gemini/EN_020_The_Demon_with_the_Matted_Hair_gen_02.txt,IndianTales,en,"In the ancient kingdom of Benares, Prince Bodhisatta, destined to become a wise ruler, embarks on a journey to confront the fearsome Demon with the Matted Hair after mastering martial arts and sacred knowledge. Despite losing his weapons in battle, he defeats the demon not through force but by invoking his inner spiritual power and wisdom, ultimately transforming the monster into a guardian through compassion and truth. The story underscores the triumph of intellect and moral strength over brute force, fulfilling the prophecy of his divine destiny."
jp_001,synthetic_datasets/generated_stories/Japanese/jp_001_v3/gemini/jp_001_gen_01.txt,Japanese,ja,おばあさんが川で洗濯中に不思議な桃を見つけ、それを育てて生まれた桃太郎は、鬼が島の悪鬼を退治するため旅立ちます。途中で犬・猿・きじを仲間として招き、鬼の大将と戦い勝利します。奪われた宝物を携えて故郷へ凱旋し、英雄として人々の心に残る物語です。
jp_001,synthetic_datasets/generated_stories/Japanese/jp_001_v3/gemini/jp_001_gen_02.txt,Japanese,ja,おばあさんが川で洗濯中に巨大な桃が流れてきて、その中から生まれた桃太郎は成長し、悪の鬼を退治する決意を果たす。鬼が島へ向かう旅で犬・猿・雉を仲間にし、戦いの末鬼の大将を捕らえ、奪われた宝物を村に返還。村人は英雄として桃太郎の帰還を喜び、平和と豊かさをもたらす。
jp_002,synthetic_datasets/generated_stories/Japanese/jp_002_v3/gemini/jp_002_gen_01.txt,Japanese,ja,浦島太郎は子供たちにいじめられていた小さな亀を助け、その恩を返すため竜宮城へ招かれる。そこで美しい乙姫と楽しく過ごすが、帰る際には玉手箱を渡され「決して開けてはならない」と告げられる。三百年後、故郷に戻った彼は孤独に悶絶し、箱を開けてしまうと若さを失い、やがて死ぬまで浜辺にひとり残される。物語は無知と欲望の過ちによる悲劇として語り継がれる。
jp_002,synthetic_datasets/generated_stories/Japanese/jp_002_v3/gemini/jp_002_gen_02.txt,Japanese,ja,浦島太郎は、海辺で苦しむ亀を助け、竜宮城へ招かれる。乙姫の hospitality に包まれながらも、地上に戻る決意をし、玉手箱を贈られる。箱を開けた結果、百年の時を経て老け果て、故郷を失った悲劇を迎える。物語は、優しさと願いの力、そして時間の流れの無常を描く。
jp_003,synthetic_datasets/generated_stories/Japanese/jp_003_v3/gemini/jp_003_gen_01.txt,Japanese,ja,物語は、木こりの茂作とその年季奉公人である巳之吉が、冬の山で遭難した際に出会った神秘的な白い女性の存在を描く。彼女は茂作を殺害し、巳之吉に秘密を守るよう警告するが、後に巳之吉が彼女を妻として迎え入れた結果、彼女が実はその霊であることが明らかになる。結局、巳之吉は愛する妻を失い、深い悲しみに暮れる。
jp_003,synthetic_datasets/generated_stories/Japanese/jp_003_v3/gemini/jp_003_gen_02.txt,Japanese,ja,物語は、木こりの茂作と巳之吉が雪stormで渡し守の小屋に避難した際に、白装束の女に襲われて茂作が死ぬ事件を描く。巳之吉はその女を後に出会った美しい妻お雪と同一人物だと気づき、彼女が幽霊として現れ、自身の命を奪うという驚きの結末を迎える。
jp_004,synthetic_datasets/generated_stories/Japanese/jp_004_v3/gemini/jp_004_gen_01.txt,Japanese,ja,昔々、心優しいおじいさんとおばあさんがツルを救い、感謝の意を示すため娘の姿で現れる少女を助けた。少女は実際にはツルで、自らの羽毛を糸に変えて美しい布を織り、その秘密を暴かれた後、再びツルの姿に戻り、感謝を伝えて去って行った。物語は約束の大切さと、心の優しさが報われるというテーマを描いている。
jp_004,synthetic_datasets/generated_stories/Japanese/jp_004_v3/gemini/jp_004_gen_02.txt,Japanese,ja,山里のおじいさんがツルを救い、その恩を返すため娘として現れた美しい女性を助けたが、好奇心から部屋を覗き込むと、実際にはツルが羽毛を犠牲にして織り上げた布の真相を知る。ツルは感謝の意を示し、再び飛んでいくが、おじいさんとおばあさんはその姿を忘れず、慎ましく暮らす。
jp_005,synthetic_datasets/generated_stories/Japanese/jp_005_v3/gemini/jp_005_gen_01.txt,Japanese,ja,物語は、竹取の翁と妻が竹の筒から生まれた美しい娘・赫映姫を育てる過程を描く。赫映姫の美しさに群がる求婚者たちが次々と失敗し、帝も彼女を宮中に迎えようとするが、赫映姫は月の民であることを理由に拒否。最終的に天界に帰る彼女を止められず、帝は遺した不死の薬を焚き尽くす。物語は悲しみと永遠の思い出として語り継がれる。
jp_005,synthetic_datasets/generated_stories/Japanese/jp_005_v3/gemini/jp_005_gen_02.txt,Japanese,ja,物語は、山里に住む竹取の翁が光る竹から生まれた美女「赫映姫（かぐやひめ）」を育てる過程を描く。多くの求婚者たちが彼女の課した難題を乗り越えようと試みるが、いずれも失敗し、最終的に帝も無理強いをしても彼女は拒否。八月十五日に天人らが現れ、彼女は不死の薬を残して月の国へ帰る。この物語は、美しさと儚さを象徴する伝説として、日本の文化に深く根付いている。
jp_006,synthetic_datasets/generated_stories/Japanese/jp_006_v3/gemini/jp_006_gen_01.txt,Japanese,ja,働き者のおじいさんと心優しいおばあさんは、ずる賢いたぬきの悪行に苦しむが、おじいさんがわなに掛けて捕らえたたぬきを家に連れて帰る。しかし、たぬきはおばあさんをだまし殺し、おじいさんは深い悲しみに暮れる。賢いうさぎに助けられ、たぬきは火を付けて焼け死ぬという報いを受け、悪行の終わりを迎える。
jp_006,synthetic_datasets/generated_stories/Japanese/jp_006_v3/gemini/jp_006_gen_02.txt,Japanese,ja,物語は、悪さを続けるtanukiを捕まえるため、おじいさんがわなを仕掛け、おばあさんが縄を解いてしまうところを悪用してtanukiがおばあさんを殺害するという出来事を描く。その後、tanukiが作成した「ばばあ汁」を味わったおじいさんは悲しみに打ちのめされ、うさぎの助けでtanukiを火で焼かれるか、海に沈ませるという復讐を遂行する。最終的にtanukiは報復され、おじいさんとおばあさんの仇を討たれる。
jp_007,synthetic_datasets/generated_stories/Japanese/jp_007_v3/gemini/jp_007_gen_01.txt,Japanese,ja,正直なおじいさんとおばあさんは、犬のシロの手助けで地元に金を発見し、貧しい人々に分け与える。しかし、欲ばりのおじいさんはシロを殺害し、その灰で作った臼で米を生み出す奇跡を起こすが、偽装して同じことを試みた結果、失敗して捕らえられる。正直な暮らしと恩返しが称賛され、善悪の報いが描かれる。
jp_007,synthetic_datasets/generated_stories/Japanese/jp_007_v3/gemini/jp_007_gen_02.txt,Japanese,ja,正直なおじいさんと忠実な犬白が金の小判を発見し、豊かになるが、欲ばりおじいさんが白を殺害して再現を試みるが失敗。白の灰を用いて庭を春に変え、殿さまに感動させたが、欲ばりおじいさんの無理な模倣は逆に災いを招き、罰を受ける。物語は正直さと純粋な心の力が奇跡を生むことを示す。
jp_009,synthetic_datasets/generated_stories/Japanese/jp_009_v3/gemini/jp_009_gen_01.txt,Japanese,ja,物語は、狡賢い猿が正直な親をだまし、柿の種で交換した結果、親を殺害するという悪行を描く。親の死を悲しむ子供たちは、栗、蜂、昆布、臼などの動物たちと共に復讐を遂行し、猿を最終的に捕らえ、仇を討つ。物語は、正義の勝利と家族の愛を象徴する寓話である。
jp_009,synthetic_datasets/generated_stories/Japanese/jp_009_v3/gemini/jp_009_gen_02.txt,Japanese,ja,物語は、ずる賢い猿さると働き者のかにの親子の物語で、猿さるがかにの親に柿の種を交換させ、後にその実を独占し殺害するという悪行を暴く。かにの子が復讐を決意し、栗くり、蜂、昆布、臼といった仲間を連れて猿さるを討ち、最終的にはさみで首を斬って仇を討つ。
jp_010,synthetic_datasets/generated_stories/Japanese/jp_010_v3/gemini/jp_010_gen_01.txt,Japanese,ja,物語は、貧乏な若者が長谷寺で観音さまに祈り、夢に現れたおじいさんの教え（触れた物を大切に持ち続ける）に従い、わらや鳥、みかん、布、死んだ馬などを通じて運を呼び寄せ、最終的に豊かさと家族を得る物語です。若者の努力と感謝の心が、貧困から脱却する鍵となり、彼は幸福な人生を築きます。
jp_010,synthetic_datasets/generated_stories/Japanese/jp_010_v3/gemini/jp_010_gen_02.txt,Japanese,ja,貧乏な若者が長谷寺で観音さまに祈り、夢で「最初に触れたもの」を大切にすることを教わる。その教えに従い、わらを拾い、それをもとに鳥を捕まえ、感謝を込めて人に与えることで連鎖的に恩を返され、最終的に馬を手に入れ財産を得る。その善行と信仰が、彼を貧しさから救い、家族と繁栄をもたらす。
jp_011,synthetic_datasets/generated_stories/Japanese/jp_011_v3/gemini/jp_011_gen_01.txt,Japanese,ja,物語は、力強い少年金太郎が山で熊を倒し、動物たちを従わせることで名声を博す様子を描く。その後、木こりの武士碓井貞光に導かれ、都へ向かい、名武士源頼光の家来となる。金太郎は新たな名前「坂田金時」をもらい、頼光公の四天王の一人として天下に名を轟かせる。
jp_011,synthetic_datasets/generated_stories/Japanese/jp_011_v3/gemini/jp_011_gen_02.txt,Japanese,ja,物語は、力強い少年金太郎が山中の動物たちと遊ぶ様子を描き、熊を倒して忠実な家来にし、その後他の動物たちも集め相撲を楽しむ内容です。金太郎は木こりの貞光に挑まれ、力比べの末に都へ呼び出され、侍としての名を「坂田金時」と改め、源頼光の家来となることで「頼光四天王」の一人となる運命を遂げます。
jp_012,synthetic_datasets/generated_stories/Japanese/jp_012_v3/gemini/jp_012_gen_01.txt,Japanese,ja,物語は、越後国の田舎に住む働き者の父と心優しい母、そして娘の家族が描かれる。父が京へ出立する際、娘に心を託し、帰宅後に特別な贈り物を渡すが、母が病に倒れ亡くなり、娘は鏡に映る亡き母の姿に慰めを見出す。その後、父が新たな妻を迎えるが、娘の寂しさに気づき、鏡の真実を知る。娘は新たな家族と心を通い、亡き母の記憶を大切にしつつ、希望に満ちた日々を取り戻す。
jp_012,synthetic_datasets/generated_stories/Japanese/jp_012_v3/gemini/jp_012_gen_02.txt,Japanese,ja,物語は、越後国の山間で暮らす父と母、娘の家族が父が京都へ出かけた後、娘に贈られた鏡が母の魂を宿し、母の死後もその存在を通して家族の絆が深まることを描く。父の帰還と母の死を経て、娘は鏡で亡き母とつながり、新たな母親との理解が生まれ、家族が再び温かな絆で結ばれる。
jp_013,synthetic_datasets/generated_stories/Japanese/jp_013_v3/gemini/jp_013_gen_01.txt,Japanese,ja,物語は、山里で貧しいが心優しいおじいさんとおばあさんの暮らしを描く。年末に餅を買うお金がなくなり、おじいさんは雪の道を歩き、お地蔵様たちにかさを分け与える善行を果たす。その結果、お地蔵様たちが報いとして豊かな贈り物を届け、二人は幸せに暮らすという。
jp_013,synthetic_datasets/generated_stories/Japanese/jp_013_v3/gemini/jp_013_gen_02.txt,Japanese,ja,物語は、貧しい山里で暮らす優しいおじいさんとおばあさんの物語です。おじいさんは寒さの中、手作りの菅笠を売りに行く途中で、雪に埋もれた六体のお地蔵様に出会います。商売よりも情を優先し、すべての笠をお地蔵様に分け与え、自分は雪にさらされます。その善行に報いるように、夜遅くに神秘的な歌声とともに豊かなお正月飾りや小判が届き、二人は幸せに暮らすことに。
jp_014,synthetic_datasets/generated_stories/Japanese/jp_014_v3/gemini/jp_014_gen_01.txt,Japanese,ja,物語は、子宝に恵まれない夫婦が明神に祈願し、指ほどの小さな子供「一寸法師」を授かる過程を描く。彼は成長せず小さな体で苦境を乗り越え、都へ向かい魔除けの剣を手に入れる。都で悪霊を退治し、皇室の寵児となるが、最終的には故郷の両親を都に迎え、幸せに暮らす。一寸法師の勇姿は後世に語り伝えられ、尊敬される大人へと成長する。
jp_014,synthetic_datasets/generated_stories/Japanese/jp_014_v3/gemini/jp_014_gen_02.txt,Japanese,ja,物語は、子供を望んだ老夫婦が願い叶い、指ほどの小さな子「一寸法師」を授かり、彼が勇敢かつ賢く成長する物語である。一寸法師はからかいに心を痛め都へ旅立ち、悪霊を退治し、打ち出の小槌で大きく成長。天子の評価を得て将軍に任じられ、美しい姫と結ばれ、家族と共に平和な日々を送る。
jp_015,synthetic_datasets/generated_stories/Japanese/jp_015_v3/gemini/jp_015_gen_01.txt,Japanese,ja,物語は、山里で暮らす働き者のおじいさんと心優しいおばあさんの願いを叶える冒険を描く。おじいさんが山で切り株の穴に落ちたおむすびをきっかけに、ネズミたちと出会う。ネズミたちは魔法の「打ち出の小づち」を贈り、おじいさんとおばあさんはその力で可愛い赤子を得て幸せに暮らす。
jp_015,synthetic_datasets/generated_stories/Japanese/jp_015_v3/gemini/jp_015_gen_02.txt,Japanese,ja,昔、森で木を切りながらお弁当を食べるおじいさんが、落ちたおむすびを穴の中へ落とすと、不思議な歌声が聞こえる。穴を探索したおじいさんは、ネズミたちと出会い、彼らから願いを叶える「打ち出の小づち」を授けられる。おじいさんは小づちを使っておばあさんの願いを叶え、幸せな家庭を築く。
jp_016,synthetic_datasets/generated_stories/Japanese/jp_016_v3/gemini/jp_016_gen_01.txt,Japanese,ja,物語は、右頬に大きな瘤を持つ正直なおじいさんが山で迷い込み、恐ろしい鬼たちに出会うところから始まる。鬼たちはおじいさんの瘤を奪い、悩みを解消させるが、隣の同じ様子のおじいさんは自ら瘤を取ろうと山へ行き、滑稽な踊りで鬼たちを怒らせ、逆に二つの瘤を付けてしまうという皮肉な結末を迎える。
jp_016,synthetic_datasets/generated_stories/Japanese/jp_016_v3/gemini/jp_016_gen_02.txt,Japanese,ja,物語は、右のほおに瘤を持つおじいさんが山で鬼に出会うところから始まり、踊りで瘤を取ってもらうという奇跡的な出来事を描く。しかし、隣の左ほおに瘤を持つおじいさんは同じように鬼に挑戦するが、下手な踊りで逆に右ほおにも瘤を付けられてしまう。物語は、願いが叶うか迷う物語で、人間の欲望とその結果を象徴している。
jp_017,synthetic_datasets/generated_stories/Japanese/jp_017_v3/gemini/jp_017_gen_01.txt,Japanese,ja,貧しい古道具屋が迷い込んだ山でタヌキを助け、その恩を返すため茶釜に化けさせた。茶釜が生き物として暴れる事件を経て、タヌキは町中を驚きの芸で沸かせ、古道具屋を大金持ちに導く。物語は思いやりの心が奇跡を生むことを示す寓話である。
jp_017,synthetic_datasets/generated_stories/Japanese/jp_017_v3/gemini/jp_017_gen_02.txt,Japanese,ja,物語は、山里の古道具屋の主人・金兵衛が、罠にかかる小さなタヌキを助けたことをきっかけに、その恩を返すためタヌキが化けた茶釜を通じて豊かになる物語です。金兵衛は茶釜の力で町で大金を稼ぎ、タヌキはその恩を返すため芸を披露し、二人は豊かに暮らすことを約束します。
jp_018,synthetic_datasets/generated_stories/Japanese/jp_018_v3/gemini/jp_018_gen_01.txt,Japanese,ja,物語は、好奇心旺盛な小坊主が山で栗を収穫するため出かけ、恐ろしい鬼ババに捕らえられるが、和尚から与えられた三枚のお札を駆使して脱出する冒険を描く。お札の力で川や山火事を作り、最終的に鬼ババを和尚の腹に閉じ込め、ハエに変化させるという奇譚。小坊主の智恵と勇気、そしてお札の神秘的な力が物語の核心をなす。
jp_018,synthetic_datasets/generated_stories/Japanese/jp_018_v3/gemini/jp_018_gen_02.txt,Japanese,ja,物語は、栗を収穫したいと願う若い坊主が、恐ろしい鬼ババに捕らえられながらも、和尚から与えられた三枚のお札の力で脱出する冒険を描く。鬼ババを退治するため、坊主はお札で川や山火事を起こし、最終的には和尚が鬼ババを飲み込んで退治するという奇譚。登場人物は坊主、和尚、鬼ババで、お札の不思議な力と鬼ババの変身したハエの伝説が重要な出来事となる。
jp_019,synthetic_datasets/generated_stories/Japanese/jp_019_v3/gemini/jp_019_gen_01.txt,Japanese,ja,物語は、心優しい山里のおじいさんとおばあさんの暮らしを描いた寓話です。貧しいながらも彼らがネズミの相撲を観察し、やせネズミの勝利を願ってお餅を与え、その優しさに感謝したふとっちょネズミが小判を贈るという、分け隔てない思いやりが物語の核心です。結果として、彼らの生活は豊かさと幸せへと変わります。
jp_019,synthetic_datasets/generated_stories/Japanese/jp_019_v3/gemini/jp_019_gen_02.txt,Japanese,ja,物語は、質素な暮らしの中で優しく助け合うおじいさんとおばあさんの物語です。彼らは、力が弱いやせネズミを助けようと、おもちをあげて体力をつけてあげ、やせネズミがすもうで勝利する様子を喜びます。その結果、やせネズミは強くなり、ふとっちょネズミと友好を築き、おじいさんたちに感謝の小判を贈るという感動の結末を迎えます。
jp_020,synthetic_datasets/generated_stories/Japanese/jp_020_v3/gemini/jp_020_gen_01.txt,Japanese,ja,物語は、心優しい貧しい男・太郎が道端で助けた白髪の老紳士から不思議な石うすを贈られ、その力で豊かになるが、欲深い兄・次郎が石を盗んで使いこなせず海に沈むという物語。石うすは右回しで願いを叶え、左回しで止められるが、次郎は忠告を忘れて塩を出し続け、船が沈む。その結果、海の塩分が増したという寓話である。
jp_020,synthetic_datasets/generated_stories/Japanese/jp_020_v3/gemini/jp_020_gen_02.txt,Japanese,ja,物語は、貧しいが心優しい農夫太郎が、不思議な力を持つ石うすを手に入れるが、それを弟の吾郎が盗んで使いすぎた結果、海に沈んでしまったという寓話である。太郎は石うすで豊かになるが、吾郎は欲に駆られて石うすを盗み、塩を大量に作り出すが、過度な貪欲で船が沈み、石うすは海の底で今も塩を吐き続けている。物語は「欲の害」を教えている。
