story_name	text_file	summary
FA_002_en	datasets/PersianTales/texts/FA_002_en.txt	A prophecy foretells Feraydun's role in ending Zahhak's tyranny, prompting Kaveh to join rebels and fuel the uprising. As the movement gains momentum, Feraydun defeats Zahhak by binding him rather than killing him, symbolizing justice over vengeance. Kaveh's apron becomes a symbol of resistance, marking the triumph of solidarity over tyranny. The story frames rebellion as a righteous duty, replacing fear with collective empowerment.
FA_003_en	datasets/PersianTales/texts/FA_003_en.txt	Sam repents for losing his son Zal and seeks the Simurgh, who returns him on the condition of love, leading to their reconciliation and Zal's growth as a skilled archer and sage. When Zal marries Rudabeh, the Simurgh’s feather reassures Sam and aids Rudabeh’s childbirth, symbolizing the harmony between human and mythic realms through compassion and wisdom.
FA_004_en	datasets/PersianTales/texts/FA_004_en.txt	Rostam, Iran's protector, overcomes seven perilous trials, including defeating a dragon, resisting an enchantress, and surviving poisoned feasts, showcasing his strength, vigilance, and faith. In the final trials, he blinds the White Demon and uses its blood to restore sight to Kay Kavus and his men, ultimately proving his heroic role in safeguarding Iran.
FA_005_en	datasets/PersianTales/texts/FA_005_en.txt	Rostam, betrayed by his son Shaghad, uses his final strength to kill the traitor with an arrow before dying beside his loyal horse Rakhsh. His demise underscores the destructive power of betrayal and fate, even for a mighty hero. The story highlights how family treachery can unravel even the greatest champions.
FA_006_en	datasets/PersianTales/texts/FA_006_en.txt	Hassan rescues a clever maiden from an ogre by using a comb, salt, and waterskin to create obstacles—first a forest, then a mountain, and finally an impassable river—blocking the ogre's pursuit. After escaping, they reach safety, and Hassan marries the maiden, celebrated for her courage and wit. The story highlights their teamwork and ingenuity against the ogre's threat.
FA_007_en	datasets/PersianTales/texts/FA_007_en.txt	A clever girl outsmarts a demon by luring him to sleep, stealing his gifts and key-ring, and escaping on her donkey. Using items from his belongings, she creates obstacles—soap turns to foam, a comb grows into thorns, and a needle forms briars—to thwart his pursuit. She returns home with the treasure, celebrated for her wit and courage, while the demon is defeated.
FA_008_en	datasets/PersianTales/texts/FA_008_en.txt	On her wedding night, the bride and her loyal servant steal a donkey carrying three magical objects—pepper, a comb, and a mirror—to escape a coercive marriage. As the lord pursues them, each item triggers a perilous obstacle: a sandstorm, a thorn forest, and glassy shards, forcing him to halt. They reunite with her beloved pepper-seller at a caravanserai, where the community supports their union, allowing them to marry freely after outwitting the antagonist.
FA_009_en	datasets/PersianTales/texts/FA_009_en.txt	Taleb and Zohreh elope at night, carrying three objects, and evade their pursuing brothers by transforming them into a thorn forest, a sea, and a blinding fog. After outwitting their pursuers, they seek refuge with allied kin, where Taleb’s songs announce their marriage, leaving Zohreh’s former suitor behind. The story highlights their daring escape and the symbolic power of the objects to overcome obstacles.
FA_010_en	datasets/PersianTales/texts/FA_010_en.txt	Jamasp, after years in darkness, escapes underground with Shahmaran's help, prospering from her remedies. When the king falls ill, the vizier demands serpent flesh, leading to a search where Jamasp reveals Shahmaran's pool. She sacrifices herself, instructing Jamasp to bathe in her blood to cure the king, which he does, killing the vizier in the process. Guilt-ridden, Jamasp becomes the royal healer, burdened by betraying his serpent bride-teacher.
FA_011_en	datasets/PersianTales/texts/FA_011_en.txt	A couple, living with their child, faces a taboo when jealous relatives or a nosy guest discovers their hidden cloak. The pari, forced to return to her sky or mountain realm, leaves clues for Yusef to prove his love. With a hermit's aid, Yusef navigates the trail, completes trials, and reunites with the pari, restoring balance between their worlds.
FA_012_en	datasets/PersianTales/texts/FA_012_en.txt	A rival sorcerer-king kidnaps the peri, prompting her mother to gift Arsalan a magic ring and flying steed to rescue her. Arsalan navigates enchanted realms, overcoming trials and using clues from the peri to outwit the sorcerer, ultimately freeing her and exposing him. Their union symbolizes human courage and peri aid, with the flying horse bridging the human and fairy realms.
FA_013_en	datasets/PersianTales/texts/FA_013_en.txt	The story follows a cunning cat who deceives mice by preaching sermons and devouring devout ones, then pretends to be a doctor to lure the sick. A skeptical mouse exposes his hypocrisy when the cat cannot explain bloody whiskers, revealing his true nature. The tale critiques false piety and blind trust, urging listeners to scrutinize claims of sanctity.
FA_014_en	datasets/PersianTales/texts/FA_014_en.txt	Aladdin, aided by a jinni, builds a dazzling palace and wins Princess Badr al-Budur’s hand. A jealous sorcerer tricks Aladdin’s wife into trading the lamp for new ones, stealing it and teleporting the palace away. Aladdin uses the ring-spirit to locate the palace, outsmarts the sorcerer with a sleeping draught, kills him, and reclaims the lamp. He restores the palace and regains his honor.
FA_015_en	datasets/PersianTales/texts/FA_015_en.txt	A prince meets a radiant princess, vows to marry her, but a jealous sorcerer steals her horse and abducts her. The prince recovers the horse, outwits the sorcerer, and rescues the princess, escaping by air. They expose the sorcerer, wed, and keep the ebony horse as their connection between realms.
FA_016_en	datasets/PersianTales/texts/FA_016_en.txt	A group of travelers navigates trials of greed and pride, encountering moral lessons in petrified corpses and magical obstacles. They reach the desolate City of Brass, where empty halls and glassy queens reveal the fate of those who defied humility. Taking relics, they depart humbled, as the story concludes with a warning about the fleeting nature of power and human mortality.
FA_017_en	datasets/PersianTales/texts/FA_017_en.txt	A cunning fisherman outwits a boastful jinni by trapping him in a lead-sealed bottle, demanding wealth and safety before releasing him. The jinni leads the fisherman to a cursed palace hiding treasure and transformation tales, ultimately proving that wit and caution protect the weak from the powerful.
FA_018_en	datasets/PersianTales/texts/FA_018_en.txt	In a tale of seasonal lovers, two figures are bound by the cycle of time, missing each other by moments as seasons shift. Their unfulfilled longing explains the transition from winter to spring, yet their constancy is rewarded with renewal. The story blends tenderness and regret, teaching that timing shapes fleeting, cherished encounters. Children learn to cherish these brief meetings, marked by the calendar's rhythm.
FA_019_en	datasets/PersianTales/texts/FA_019_en.txt	A cobbler, aided by a brave helper, defeats a monstrous div using a needle, soap, and salt to create thorns, slippery ground, and a lake, thwarting the creature's chase. The helper is rewarded in town, and in some versions, the cobbler marries her. The story highlights clever use of simple items to overcome a supernatural threat.
FA_020_en	datasets/PersianTales/texts/FA_020_en.txt	A prince marries a mysterious woman discovered singing by a tree, despite rumors about her origins. When a jealous rival harms or replaces her, the true bride survives in disguise or as a natural symbol, enduring betrayal. With help from tree tokens or a loyal ally, she is vindicated, the rival punished, and the prince restores her honor. The story highlights themes of loyalty, resilience, and the triumph of truth over deceit.
FA_021_en	datasets/PersianTales/texts/FA_021_en.txt	The shepherd outsmarts a pursuing witch by transforming a needle into a thorn forest, salt into a mountain, and water into an impassable river, forcing her to retreat. He rescues his kidnapped daughter, and the couple marries with the village's approval, celebrating his courage and foresight. The story highlights the shepherd's cleverness and the witch's defeat through natural obstacles.
FA_022_en	datasets/PersianTales/texts/FA_022_en.txt	Shirin and Talkhab escape their wedding night by fleeing with a servant, evading the pursuing lord. Using magical items—pepper to create a sandstorm, a spindle to form a mountain, and water to flood a river—they block his path, forcing him to retreat. They eventually marry freely in a neighboring village, supported by the community.
FA_023_en	datasets/PersianTales/texts/FA_023_en.txt	Judar and the ifrit’s daughter escape a cave with riches, but the ifrit pursues them, unleashing a fiery storm. Using enchanted items—henna, millet, and oil—Judar defeats the ifrit, transforming them into a choking fog, blinding birds, and a wall of flame. The ifrit retreats, and Judar and the daughter settle in the city, marrying and freeing her from servitude.
FA_024_en	datasets/PersianTales/texts/FA_024_en.txt	The daughter escapes at night, prompting the div to pursue her. She conjures obstacles—thorn forests, blinding fog, and brambles—that trap the div, leading to its defeat. Returning home, she is welcomed, marries a neighbor, and the old woman (likely the div) is ultimately freed.
FA_025_en	datasets/PersianTales/texts/FA_025_en.txt	Hassan and the peri flee from an ogre, using magical items to create barriers and a river that halt the creature. By transforming threats into natural defenses, Hassan defeats the ogre, ensuring their safety. He then brings the peri to town, where they marry, ending the ogre's menace and securing peace.
FA_026_en	datasets/PersianTales/texts/FA_026_en.txt	A swan maiden and a hunter marry, have a child, and face conflict when jealous kin steal her magical cloak. She must return to the sky, leaving clues for the hunter to follow. He journeys to the celestial realm, completes trials, and earns her return, reuniting them after overcoming challenges.
FA_027_en	datasets/PersianTales/texts/FA_027_en.txt	A young person and a mystical being live happily until a rival mocks the latter's origin, prompting the youth to reveal a forbidden secret. Bound by the broken taboo, the being retreats into a tree, leaving a token and petals guiding the youth to her realm. After completing trials set by her kin, the youth earns permission to reunite with her, restoring trust and their bond.
FA_028_en	datasets/PersianTales/texts/FA_028_en.txt	Jealous kin burn the serpent skin, forcing the maiden to return to her spring. She leaves clues for her loyal husband, who proves his devotion by bathing there. The serpent wife, now human, breaks her curse and reunites with him.
FA_029_en	datasets/PersianTales/texts/FA_029_en.txt	The prince, pressured by a rival vizier to break his vow, causes the pari to leave. Repenting, he climbs the glass peak, passes her kin's trials, and brings her back, restoring their marriage and disgracing the vizier.
FA_030_en	datasets/PersianTales/texts/FA_030_en.txt	A happy couple, with a child, faces a crisis when a guest discovers a hidden magical cloak belonging to the mother, a pari. The pari must return to the sky, leaving a silver thread to a mountain pass. A devoted woodcutter follows the thread, weaves a bridge, and proves his loyalty, earning the right to reunite with her. Though the cloak remains with the pari, their bond endures through shared devotion.
